DISTRICT,ADDRESS,SCHOOL,URL,SCHOOLID,TYPE,Marker_Type,Grade in 2013,POINTTOT,POINTELEMpass,POINTELEMalt,POINTMIDDpass,POINTMIDDalt,POINTHIGH
FLORENCE 1,"Moore Intermediate, 1101 Cheraw Drive, Florence, SC, 29501",MOORE INTERMEDIATE,https://www.fsd1.org/schools/moore/Pages/default.aspx,2101002,COMBO,small_yellow,B,84.6,76.7,,92.6,,
FLORENCE 1,"North Vista Elementary, 1100 North Irby Street, Florence, SC, 29501",NORTH VISTA ELEMENTARY,https://www.fsd1.org/schools/northvista/Pages/default.aspx,2101016,COMBO,measle_turquoise,C,71.2,69.8,,74.7,,
FLORENCE 1,"Royall Elementary, 1400 Woods Road, Florence, SC, 29501",ROYALL ELEMENTARY,https://www.fsd1.org/schools/royall/Pages/RoyallElementary.aspx,2101017,COMBO,small_green,A,98.9,98.8,,99.3,,
FLORENCE 1,"Savannah Grove Elementary, 2348 Savannah Grove Road, Effingham, SC, 29541",SAVANNAH GROVE ELEMENTARY,https://www.fsd1.org/schools/savannahgrove/Pages/default.aspx,2101018,COMBO,measle_turquoise,C,72.7,64.4,,95.7,,
FLORENCE 1,"Henry L. Sneed Middle, 1102 Ebenezer Road, Florence, SC, 29501",HENRY L SNEED MIDDLE,https://www.fsd1.org/schools/sneed/Pages/default.aspx,2101050,MIDD,small_yellow,B,88.6,,,88.6,,
FLORENCE 1,"South Florence High, 3200 South Irby Street, Florence, SC, 29505",SOUTH FLORENCE HIGH,https://www.fsd1.org/schools/southflorence/Pages/default.aspx,2101004,HIGH,small_purple,D,68,,,,,68
FLORENCE 1,"Henry Timrod Elementary, 1901 East Old Marion Highway, Florence, SC, 29506",HENRY TIMROD ELEMENTARY,https://www.fsd1.org/schools/timrod/Pages/default.aspx,2101020,COMBO,small_green,A,98.9,99.3,,98.1,,
FLORENCE 1,"Wallace Gregg Elementary, 515 Francis Marion Road, Florence, SC, 29506",WALLACE GREGG ELEMENTARY,https://www.fsd1.org/schools/wallacegregg/Pages/default.aspx,2101021,COMBO,small_green,A,95.1,93.8,,98,,
FLORENCE 1,"West Florence High, 221 North Beltline Drive, Florence, SC, 29501",WEST FLORENCE HIGH,https://www.fsd1.org/schools/westflorence/Pages/default.aspx,2101014,HIGH,small_yellow,B,80.4,,,,,80.4
FLORENCE 1,"Williams Middle, 1119 North Irby Street, Florence, SC, 29501",WILLIAMS MIDDLE,https://www.fsd1.org/schools/williams/Pages/default.aspx,2101005,MIDD,small_yellow,B,82.6,,,82.6,,
FLORENCE 1,"Wilson High, 1411 Old Marion Highway, Florence, SC, 29506",WILSON SENIOR HIGH,https://www.fsd1.org/schools/wilson/Pages/default.aspx,2101006,HIGH,small_purple,D,69.4,,,,,69.4
RICHLAND 2,"Bridge Creek Elementary, 121 Bombing Range Road, Elgin, SC, 29045",BRIDGE CREEK ELEMENTARY,https://www.richland2.org/bce/pages/default.aspx,4002096,ELEM,small_yellow,B,86.6,86.6,,,,
RICHLAND 2,"Blythewood High, 10901 Wilson Boulevard, Blythewood, SC, 29016",BLYTHEWOOD HIGH,https://www.richland2.org/bh/pages/default.aspx,4002092,HIGH,small_yellow,B,80.9,,,,,80.9
RICHLAND 2,"Bethel-Hanberry Elementary, 125 Boney Road, Blythewood, SC, 29016",BETHEL-HANBERRY ELEMENTARY,https://www.richland2.org/bhe/pages/default.aspx,4002070,ELEM,small_green,A,93.9,93.9,,,,
RICHLAND 2,"Blythewood Middle, 2351 Longtown Road East, Blythewood, SC, 29016",BLYTHEWOOD MIDDLE,https://www.richland2.org/bm/pages/default.aspx,4002085,MIDD,small_yellow,B,86.1,,,86.1,,
RICHLAND 2,"Bookman Road Elementary, 1245 Bookman Road, Elgin, SC, 29045",BOOKMAN ROAD ELEMENTARY,https://www.richland2.org/bre/Pages/default.aspx,4002087,ELEM,small_green,A,98.6,98.6,,,,
RICHLAND 2,"L. W. Conder Elementary, 8040 Hunt Club Road, Columbia, SC, 29223",L W CONDER ELEMENTARY,https://www.richland2.org/ce/pages/default.aspx,4002073,ELEM,small_green,A,96.6,96.6,,,,
RICHLAND 2,"Richland Two Charter High, 750 Old Clemson Road, Columbia, SC, 29229",RICHLAND TWO CHARTER HIGH,https://www.richland2.org/charterhigh/pages/default.aspx,4002600,HIGH,measle_brown,No Grade,,,,,,
RICHLAND 2,"Catawba Trail Elementary, 1080 Old National Highway, Elgin, SC, 29045",CATAWBA TRAIL ELEMENTARY,https://www.richland2.org/cte/pages/default.aspx,4002101,ELEM,small_green,A,98.6,98.6,,,,
RICHLAND 2,"Dent Middle, 2721 Decker Boulevard, Columbia, SC, 29206",DENT MIDDLE,https://www.richland2.org/dm/pages/default.aspx,4002072,MIDD,measle_turquoise,C,79.3,,,79.3,,
RICHLAND 2,"E. L. Wright Middle, 2740 Alpine Road, Columbia, SC, 29223",E L WRIGHT MIDDLE,https://www.richland2.org/elwm/pages/default.aspx,4002078,COMBO,measle_turquoise,C,71.8,100,,68.1,,
RICHLAND 2,"Forest Lake Elementary, 6801 Brookfield Road, Columbia, SC, 29206",FOREST LAKE ELEMENTARY,https://www.richland2.org/fle/pages/default.aspx,4002074,ELEM,small_yellow,B,84.3,84.3,,,,
RICHLAND 2,"Joseph Keels Elementary, 7500 Springcrest Drive, Columbia, SC, 29223",JOSEPH KEELS ELEMENTARY,https://www.richland2.org/jke/pages/default.aspx,4002075,ELEM,small_red,F,48.8,48.8,,,,
RICHLAND 2,"Killian Elementary, 2621 Clemson Road, Columbia, SC, 29229",KILLIAN ELEMENTARY,https://www.richland2.org/ke/pages/default.aspx,4002086,ELEM,small_red,F,53.1,53.1,,,,
RICHLAND 2,"Kelly Mill Middle, 1141 Kelly Mill Road, Blythewood, SC, 29016",KELLY MILL MIDDLE,https://www.richland2.org/kmm/Pages/default.aspx,4002091,COMBO,small_yellow,B,83.5,20.5,,89.1,,
RICHLAND 2,"Lake Carolina Elementary, 1151 Kelly Mill Road, Blythewood, SC, 29016",LAKE CAROLINA ELEMENTARY,https://www.richland2.org/lce/pages/default.aspx,4002089,ELEM,small_green,A,100,100,,,,
RICHLAND 2,"Langford Elementary, 480 Langford Road, Blythewood, SC, 29016",LANGFORD ELEMENTARY,https://www.richland2.org/le/pages/default.aspx,4002097,ELEM,small_green,A,97.4,97.4,,,,
RICHLAND 2,"Longleaf Middle, 1160 Longreen Parkway, Columbia, SC, 29229",LONGLEAF MIDDLE,https://www.richland2.org/lm/pages/default.aspx,4002095,MIDD,small_purple,D,60.3,,,60.3,,
RICHLAND 2,"Muller Road Middle, 1031 Muller Road, Blythewood, SC, 29016",MULLER ROAD MIDDLE,https://www.richland2.org/mrm/Pages/default.aspx,4002098,MIDD,measle_turquoise,C,74.8,,,74.8,,
RICHLAND 2,"L. B. Nelson Elementary, 225 North Brickyard Road, Columbia, SC, 29223",L B NELSON ELEMENTARY,https://www.richland2.org/ne/pages/default.aspx,4002076,ELEM,measle_turquoise,C,79.9,79.9,,,,
RICHLAND 2,"North Springs Elementary, 1300 Clemson Road, Columbia, SC, 29229",NORTH SPRINGS ELEMENTARY,https://www.richland2.org/nse/Pages/default.aspx,4002080,ELEM,small_green,A,94.2,94.2,,,,
RICHLAND 2,"Pontiac Elementary, 500 Spears Creek Church Road, Elgin, SC, 29045",PONTIAC ELEMENTARY,https://www.richland2.org/pe/pages/default.aspx,4002081,ELEM,small_yellow,B,84.3,84.3,,,,
RICHLAND 2,"Polo Road Elementary, 1250 Polo Road, Columbia, SC, 29223",POLO ROAD ELEMENTARY,https://www.richland2.org/pre/Pages/default.aspx,4002094,ELEM,small_green,A,91.3,91.3,,,,
RICHLAND 2,"Rice Creek Elementary, 4751 Hard Scrabble Road, Columbia, SC, 29229",RICE CREEK ELEMENTARY,https://www.richland2.org/rce/pages/default.aspx,4002083,ELEM,small_green,A,96.6,96.6,,,,
RICHLAND 2,"Richland Northeast High, 7500 Brookfield Road, Columbia, SC, 29223",RICHLAND NORTHEAST HIGH,https://www.richland2.org/rnh/pages/default.aspx,4002079,HIGH,small_red,F,54.2,,,,,54.2
RICHLAND 2,"Round Top Elementary, 449 Rimer Pond Road, Blythewood, SC, 29016",ROUND TOP ELEMENTARY,https://www.richland2.org/rte/pages/default.aspx,4002090,ELEM,small_yellow,B,87.1,87.1,,,,
RICHLAND 2,"Ridge View High, 4801 Hard Scrabble Road, Columbia, SC, 29229",RIDGE VIEW HIGH,https://www.richland2.org/rvh/pages/default.aspx,4002084,HIGH,measle_turquoise,C,75.1,,,,,75.1
RICHLAND 2,"Sandlapper Elementary, 1001 Longtown Road, Columbia, SC, 29229",SANDLAPPER ELEMENTARY,https://www.richland2.org/se/pages/default.aspx,4002093,ELEM,small_yellow,B,84.3,84.3,,,,
RICHLAND 2,"Summit Parkway Middle, 200 Summit Parkway, Columbia, SC, 29229",SUMMIT PARKWAY MIDDLE,https://www.richland2.org/spm/pages/default.aspx,4002082,COMBO,measle_turquoise,C,71.4,99,,66.9,,
RICHLAND 2,"Spring Valley High, 120 Sparkleberry Lane, Columbia, SC, 29229",SPRING VALLEY HIGH,https://www.richland2.org/svh/pages/default.aspx,4002069,HIGH,small_green,A,90.7,,,,,90.7
RICHLAND 2,"Windsor Elementary, 9800 Dunbarton Drive, Columbia, SC, 29223",WINDSOR ELEMENTARY,https://www.richland2.org/we/pages/default.aspx,4002077,ELEM,small_red,F,56.2,56.2,,,,
RICHLAND 2,"Westwood High, 180 Turkey Farm Road, Blythewood, SC, 29206",WESTWOOD HIGH,https://www.richland2.org/wh/Pages/default.aspx,4002100,HIGH,measle_brown,No Grade,,,,,,
GREENVILLE,"Brashier Middle College Charter , 1830 West Georgia Road, Simpsonville, SC, 29680",BRASHIER MIDDLE COLLEGE CHARTER,www.brashiermiddlecollege.org/,2301615,HIGH,small_green,A,96.3,,,,,96.3
GREENVILLE,"Augusta Circle Elementary, 100 Winyah Street, Greenville, SC, 29605",AUGUSTA CIRCLE ELEMENTARY,www.greenville.k12.sc.us/acircle/,2301034,ELEM,small_yellow,B,86.7,86.7,,,,
GREENVILLE,"A.J. Whittenburg Elementary, 402 Westfield Street, Greeenville, SC, 29601",A J WHITTENBURG ELEMENTARY,www.greenville.k12.sc.us/ajwl/,2301119,ELEM,small_green,A,98.3,98.3,,,,
GREENVILLE,"Alexander Elementary, 1601 West Bramlett Road, Greenville, SC, 29611",ALEXANDER ELEMENTARY,www.greenville.k12.sc.us/alexand/,2301028,ELEM,small_yellow,B,81.5,81.5,,,,
GREENVILLE,"Armstrong Elementary, 8601 White Horse Road, Greenville, SC, 29617",ARMSTRONG ELEMENTARY,www.greenville.k12.sc.us/armstrg/,2301031,ELEM,small_yellow,B,83.7,83.7,,,,
GREENVILLE,"Brushy Creek Elementary, 1344 Brushy Creek Road, Taylors, SC, 29687",BRUSHY CREEK ELEMENTARY,www.greenville.k12.sc.us/bcreek/,2301039,ELEM,small_yellow,B,88.7,88.7,,,,
GREENVILLE,"Beck Academy, 901 Woodruff Road, Greenville, SC, 29607",BECK ACADEMY,www.greenville.k12.sc.us/beck/,2301029,MIDD,small_yellow,B,81.7,,,81.7,,
GREENVILLE,"Bell's Crossing Elementary, 804 Scuffletown Road, Simpsonville, SC, 29681",BELLS CROSSING ELEMENTARY,www.greenville.k12.sc.us/bells/,2301112,ELEM,small_green,A,98.4,98.4,,,,
GREENVILLE,"Berea Elementary, 100 Berea Drive, Greenville, SC, 29617",BEREA ELEMENTARY,www.greenville.k12.sc.us/berea/index.asp,2301036,ELEM,small_red,F,54.3,54.3,,,,
GREENVILLE,"Berea High, 201 Burdine Drive, Greenville, SC, 29617",BEREA HIGH,www.greenville.k12.sc.us/bereah/,2301002,HIGH,small_red,F,50,,,,,50
GREENVILLE,"Berea Middle, 151 Berea Middle School Road, Greenville, SC, 29617",BEREA MIDDLE,www.greenville.k12.sc.us/beream/,2301042,MIDD,small_purple,D,63.2,,,63.2,,
GREENVILLE,"Bethel Elementary, 111 Bethel School Road, Simpsonville, SC, 29681",BETHEL ELEMENTARY,www.greenville.k12.sc.us/bethel/,2301037,ELEM,small_green,A,97.3,97.3,,,,
GREENVILLE,"Brook Glenn Elementary, 2003 East Lee Road, Taylors, SC, 29687",BROOK GLENN ELEMENTARY,www.greenville.k12.sc.us/bglenn/,2301030,ELEM,small_green,A,95.7,95.7,,,,
GREENVILLE,"Blythe Academy, 100 Blythe Drive, Greenville, SC, 29605",BLYTHE ACADEMY,www.greenville.k12.sc.us/blythe/,2301038,ELEM,small_yellow,B,84.6,84.6,,,,
GREENVILLE,"Blue Ridge High, 2151 Fews Chapel Road, Greer, SC, 29651",BLUE RIDGE HIGH,www.greenville.k12.sc.us/bridgehs/,2301003,HIGH,small_yellow,B,81.8,,,,,81.8
GREENVILLE,"Blue Ridge Middle, 2423 East Tyger Bridge Road, Greer, SC, 29651",BLUE RIDGE MIDDLE,www.greenville.k12.sc.us/bridgems/,2301106,MIDD,small_yellow,B,85.4,,,85.4,,
GREENVILLE,"Bryson Elementary, 703 Bryson Drive, Simpsonville, SC, 29681",BRYSON ELEMENTARY,www.greenville.k12.sc.us/bryson/,2301040,ELEM,small_green,A,94.3,94.3,,,,
GREENVILLE,"Bryson Middle, 3657 South Industrial Drive, Simpsonville, SC, 29681",BRYSON MIDDLE,www.greenville.k12.sc.us/brysonm/,2301024,MIDD,small_green,A,91.6,,,91.6,,
GREENVILLE,"Buena Vista Elementary, 310 South Batesville Road, Greer, SC, 29650",BUENA VISTA ELEMENTARY,www.greenville.k12.sc.us/bvista/,2301093,ELEM,small_green,A,92.1,92.1,,,,
GREENVILLE,"Carolina Academy, 2725 Anderson Road, Greenville, SC, 29611",CAROLINA HIGH ACADEMY,www.greenville.k12.sc.us/carolina/,2301005,HIGH,small_red,F,35.4,,,,,35.4
GREENVILLE,"Robert E. Cashion Elementary, 1500 Fork Shoals Road, Greenville, SC, 29605",ROBERT E. CASHION ELEMENTARY,www.greenville.k12.sc.us/cashion/,2301113,ELEM,small_green,A,91.4,91.4,,,,
GREENVILLE,"Ralph Chandler Middle, 4231 Fork Shoals Road, Simpsonville, SC, 29680",RALPH CHANDLER MIDDLE,www.greenville.k12.sc.us/chandler/,2301118,MIDD,small_yellow,B,84.9,,,84.9,,
GREENVILLE,"Cherrydale Elementary, 302 Perry Road, Greenville, SC, 29609",CHERRYDALE ELEMENTARY,www.greenville.k12.sc.us/cone/index.asp,2301114,ELEM,small_yellow,B,88,88,,,,
GREENVILLE,"Chandler Creek Elementary, 301 Chandler Road, Greer, SC, 29651",CHANDLER CREEK ELEMENTARY,www.greenville.k12.sc.us/creek/index.asp,2301109,ELEM,small_green,A,91.6,91.6,,,,
GREENVILLE,"Crestview Elementary, 509 American Legion Road, Greer, SC, 29651",CRESTVIEW ELEMENTARY,www.greenville.k12.sc.us/crestv/,2301047,ELEM,small_yellow,B,87.2,87.2,,,,
GREENVILLE,"Duncan Chapel Elementary, 210 Duncan Chapel Road, Greenville, SC, 29617",DUNCAN CHAPEL ELEMENTARY,www.greenville.k12.sc.us/dchapel/,2301051,ELEM,small_yellow,B,83.7,83.7,,,,
GREENVILLE,"Eastside High, 1300 Brushy Creek Road, Taylors, SC, 29687",EASTSIDE HIGH,www.greenville.k12.sc.us/eastside/,2301006,HIGH,small_yellow,B,87.4,,,,,87.4
GREENVILLE,"Ellen Woodside Elementary, 9122 Augusta Road, Pelzer, SC, 29669",ELLEN WOODSIDE ELEMENTARY,www.greenville.k12.sc.us/ellenw/,2301100,ELEM,small_yellow,B,82.9,82.9,,,,
GREENVILLE,"East North Street Academy, 1720 East North Street, Greenville, SC, 29607",EAST NORTH STREET ACADEMY,www.greenville.k12.sc.us/enorthst/,2301054,ELEM,small_green,A,95,95,,,,
GREENVILLE,"Fork Shoals School, 916 McKelvey Road, Pelzer, SC, 29669",FORK SHOALS ELEMENTARY,www.greenville.k12.sc.us/forksh/,2301057,ELEM,small_yellow,B,80.4,80.4,,,,
GREENVILLE,"Fountain Inn Elementary, 608 Fairview Street, Fountain Inn, SC, 29644",FOUNTAIN INN ELEMENTARY,www.greenville.k12.sc.us/ftinn/,2301058,ELEM,small_yellow,B,80.9,80.9,,,,
GREENVILLE,"Gateway Elementary, 200 Hawkins Road, Travelers Rest, SC, 29690",GATEWAY ELEMENTARY,www.greenville.k12.sc.us/gateway/,2301027,ELEM,small_yellow,B,87.7,87.7,,,,
GREENVILLE,"Greenbrier Elementary, 853 Log Shoals Road, Greenville, SC, 29607",GREENBRIER ELEMENTARY,www.greenville.k12.sc.us/gbrier/,2301101,ELEM,small_green,A,96.3,96.3,,,,
GREENVILLE,"Rudolph Gordon Elementary, 1507 Scuffletown Road, Simpsonville, SC, 29681",RUDOLPH GORDON ELEMENTARY,www.greenville.k12.sc.us/gordon/,2301117,ELEM,small_green,A,99,99,,,,
GREENVILLE,"Greer High, 3000 East Gap Creek Road, Greer, SC, 29651",GREER HIGH,www.greenville.k12.sc.us/greerhs/,2301009,HIGH,small_red,F,49.3,,,,,49.3
GREENVILLE,"Greer Middle, 3032 East Gap Creek Road, Greer, SC, 29651",GREER MIDDLE,www.greenville.k12.sc.us/greerms/,2301060,MIDD,small_yellow,B,84.8,,,84.8,,
GREENVILLE,"Grove Elementary, 1220 Old Grove Road, Piedmont, SC, 29673",GROVE ELEMENTARY,www.greenville.k12.sc.us/grove/index.asp,2301104,ELEM,small_green,A,90.3,90.3,,,,
GREENVILLE,"Greenville Senior High Academy, 1 Vardry Street, Greenville, SC, 29601",GREENVILLE SENIOR HIGH ACADEMY,www.greenville.k12.sc.us/gvilleh/,2301008,HIGH,small_red,F,58.6,,,,,58.6
GREENVILLE,"Greenville Middle Academy, 339 Lowndes Avenue, Greenville, SC, 29607",GREENVILLE MIDDLE ACADEMY,www.greenville.k12.sc.us/gvillem/,2301059,MIDD,small_green,A,92.8,,,92.8,,
GREENVILLE,"Heritage Elementary, 1592 Greer Highway, Travelers Rest, SC, 29690",HERITAGE ELEMENTARY,www.greenville.k12.sc.us/heritage/index.asp,2301107,ELEM,small_yellow,B,82.1,82.1,,,,
GREENVILLE,"Hillcrest High, 3665 South Industrial Drive, Simpsonville, SC, 29681",HILLCREST SENIOR HIGH,www.greenville.k12.sc.us/hillcrest/,2301012,HIGH,measle_turquoise,C,71.1,,,,,71.1
GREENVILLE,"Hillcrest Middle, 510 Garrison Road, Simpsonville, SC, 29681",HILLCREST MIDDLE,www.greenville.k12.sc.us/hillcrm/,2301011,MIDD,small_yellow,B,82.9,,,82.9,,
GREENVILLE,"Hollis Academy, 200 Goodrich Street, Greenville, SC, 29611",HOLLIS ACADEMY,www.greenville.k12.sc.us/hollise/index.asp,2301061,ELEM,small_green,A,96.8,96.8,,,,
GREENVILLE,"Hughes Academy of Science and Technology, 122 DeOyley Avenue, Greenville, SC, 29605",HUGHES ACADEMY,www.greenville.k12.sc.us/hughes/,2301062,MIDD,small_yellow,B,81.6,,,81.6,,
GREENVILLE,"J. L. Mann High Academy, 160 Fairforest Way, Greenville, SC, 29607",J L MANN HIGH ACADEMY,www.greenville.k12.sc.us/jlmann/,2301013,HIGH,measle_turquoise,C,78.3,,,,,78.3
GREENVILLE,"Thomas E. Kerns Elementary, 6650 Frontage Road at White Horse Road, Greenville, SC, 29605",THOMAS E. KERNS ELEMENTARY,www.greenville.k12.sc.us/kerns/,2301115,ELEM,small_yellow,B,82.8,82.8,,,,
GREENVILLE,"Lakeview Middle, 3801 Old Buncombe Road, Greenville, SC, 29617",LAKEVIEW MIDDLE,www.greenville.k12.sc.us/lakeview/index.asp,2301066,MIDD,small_red,F,40.5,,,40.5,,
GREENVILLE,"Langston Charter Middle, 1950 Woodruff Road, Greenville, SC, 29607",LANGSTON CHARTER MIDDLE SCHOOL,www.greenville.k12.sc.us/langstoncharter.org,2301612,MIDD,small_green,A,100,,,100,,
GREENVILLE,"League Academy, 125 Twin Lake Drive, Greenville, SC, 29609",LEAGUE ACADEMY,www.greenville.k12.sc.us/league/,2301078,MIDD,small_green,A,93.8,,,93.8,,
GREENVILLE,"Lake Forest Elementary, 16 Berkshire Avenue, Greenville, SC, 29615",LAKE FOREST ELEMENTARY,www.greenville.k12.sc.us/lforest/index.asp,2301063,ELEM,small_yellow,B,86.9,86.9,,,,
GREENVILLE,"Mauldin Elementary, 1194 Holland Road, Simpsonville, SC, 29681",MAULDIN ELEMENTARY,www.greenville.k12.sc.us/mauldin/index.asp,2301067,ELEM,small_green,A,91.7,91.7,,,,
GREENVILLE,"Mauldin High, 701 East Butler Road, Mauldin, SC, 29662",MAULDIN HIGH,www.greenville.k12.sc.us/mauldinh/,2301014,HIGH,small_yellow,B,83.8,,,,,83.8
GREENVILLE,"Mauldin Middle, 1190 Holland Road, Simpsonville, SC, 29681",MAULDIN MIDDLE,www.greenville.k12.sc.us/mauldinm/,2301110,MIDD,small_green,A,90.9,,,90.9,,
GREENVILLE,"Mitchell Road Elementary, 4124 East North Street Extension, Greenville, SC, 29615",MITCHELL ROAD ELEMENTARY,www.greenville.k12.sc.us/mitchell/index.asp,2301068,ELEM,small_green,A,91.9,91.9,,,,
GREENVILLE,"Monaview Elementary, 10 Monaview Street, Greenville, SC, 29617",MONAVIEW ELEMENTARY,www.greenville.k12.sc.us/monaview/,2301069,ELEM,small_green,A,91.4,91.4,,,,
GREENVILLE,"Mountain View Elementary, 6350 Highway 253, Taylors, SC, 29687",MOUNTAIN VIEW ELEMENTARY,www.greenville.k12.sc.us/mtnview/,2301071,ELEM,small_yellow,B,83.3,83.3,,,,
GREENVILLE,"LEAD Academy Charter School, 29 Ridgeway Drive, Greenville, SC, 29605",LEAD ACADEMY CHARTER,www.greenville.k12.sc.us/myleadacademy.org,2301617,COMBO,small_green,A,97.6,95,,98.4,,
GREENVILLE,"Northwood Middle, 710 Ike's Road, Taylors, SC, 29687",NORTHWOOD MIDDLE,www.greenville.k12.sc.us/northwd/,2301074,MIDD,small_yellow,B,89.2,,,89.2,,
GREENVILLE,"Northwest Middle, 1606 Greer Highway, Travelers Rest, SC, 29690",NORTHWEST MIDDLE,www.greenville.k12.sc.us/northwest/index.asp,2301077,MIDD,small_yellow,B,83.1,,,83.1,,
GREENVILLE,"Oakview Elementary, 515 Godfrey Road, Simpsonville, SC, 29681",OAKVIEW ELEMENTARY,www.greenville.k12.sc.us/oakview/,2301108,ELEM,small_green,A,98.9,98.9,,,,
GREENVILLE,"Paris Elementary, 32 East Belvue Road, Taylors, SC, 29687",PARIS ELEMENTARY,www.greenville.k12.sc.us/parise/,2301076,ELEM,small_yellow,B,89.4,89.4,,,,
GREENVILLE,"Pelham Road Elementary, 100 All Star Way, Greenville, SC, 29615",PELHAM ROAD ELEMENTARY,www.greenville.k12.sc.us/pelham/,2301079,ELEM,small_green,A,93.8,93.8,,,,
GREENVILLE,"Plain Elementary, 506 Neely Ferry Road, Simpsonville, SC, 29681",PLAIN ELEMENTARY,www.greenville.k12.sc.us/plaine/index.asp,2301046,ELEM,small_green,A,92.8,92.8,,,,
GREENVILLE,"Riverside Middle, 615 Hammett Bridge Road, Greer, SC, 29650",RIVERSIDE MIDDLE,www.greenville.k12.sc.us/riverms/,2301111,MIDD,small_green,A,95.3,,,95.3,,
GREENVILLE,"Riverside High, 794 Hammett Bridge Road, Greer, SC, 29650",RIVERSIDE HIGH,www.greenville.k12.sc.us/riverside/,2301017,HIGH,small_yellow,B,86.2,,,,,86.2
GREENVILLE,"Sara Collins Elementary, 1200 Parkins Mill Road, Greenville, SC, 29607",SARA COLLINS ELEMENTARY,www.greenville.k12.sc.us/scollins/,2301044,ELEM,small_yellow,B,80.6,80.6,,,,
GREENVILLE,"Sevier Middle, 1000 Piedmont Park Road, Greenville, SC, 29609",SEVIER MIDDLE,www.greenville.k12.sc.us/sevier/index.asp,2301086,MIDD,small_yellow,B,89.4,,,89.4,,
GREENVILLE,"Simpsonville Elementary, 200 Morton Avenue, Simpsonville, SC, 29681",SIMPSONVILLE ELEMENTARY,www.greenville.k12.sc.us/simpsonville/index.asp,2301081,ELEM,small_green,A,95.2,95.2,,,,
GREENVILLE,"Skyland Elementary, 4221 Highway 14 North, Greer, SC, 29651",SKYLAND ELEMENTARY,www.greenville.k12.sc.us/skyland/,2301083,ELEM,small_green,A,100,100,,,,
GREENVILLE,"Slater Marietta Elementary, 100 Baker Circle, Marietta, SC, 29661",SLATER-MARIETTA ELEMENTARY,www.greenville.k12.sc.us/slaterma/index.asp,2301084,ELEM,small_green,A,96.2,96.2,,,,
GREENVILLE,"Southside High , 6630 Frontage Road at White Horse Road, Greenville, SC, 29605",SOUTHSIDE HIGH,www.greenville.k12.sc.us/southside/,2301018,HIGH,small_red,F,59.1,,,,,59.1
GREENVILLE,"Sterling School, 99 John McCarroll Way, Greenville, SC, 29607",STERLING SCHOOL,www.greenville.k12.sc.us/sterling,2301116,COMBO,small_green,A,99.1,98.6,,100,,
GREENVILLE,"Stone Academy, 115 Randall Street, Greenville, SC, 29609",STONE ACADEMY,www.greenville.k12.sc.us/stone/,2301085,ELEM,small_green,A,96.7,96.7,,,,
GREENVILLE,"Sue Cleveland Elementary, 375 Woodmont School Road Extension, Piedmont, SC, 29673",SUE CLEVELAND ELEMENTARY,www.greenville.k12.sc.us/sueclev/,2301043,ELEM,small_yellow,B,83.8,83.8,,,,
GREENVILLE,"Summit Drive Elementary, 424 Summit Drive, Greenville, SC, 29609",SUMMIT DRIVE ELEMENTARY,www.greenville.k12.sc.us/sumdrive/index.asp,2301087,ELEM,small_green,A,95.4,95.4,,,,
GREENVILLE,"Taylors Elementary, 809 Reid School Road, Taylors, SC, 29687",TAYLORS ELEMENTARY,www.greenville.k12.sc.us/taylors/,2301089,ELEM,small_yellow,B,86.6,86.6,,,,
GREENVILLE,"Tigerville Elementary, 25 Tigerville Elementary Road, Taylors, SC, 29687",TIGERVILLE ELEMENTARY,www.greenville.k12.sc.us/Tigerv/,2301090,ELEM,small_green,A,94.7,94.7,,,,
GREENVILLE,"Travelers Rest High, 301 North Main Street, Travelers Rest, SC, 29690",TRAVELERS REST HIGH,www.greenville.k12.sc.us/trest/,2301020,HIGH,small_red,F,55.4,,,,,55.4
