School Year,Division,School,Subject Area,Pass Rate,School Code,Correct,Address
2011-2012,Fairfax County ,Hunt Valley Elementary,Mathematics,87.39%,600,No Exact Location,"Hunt Valley Elementary, Fairfax County , VA"
2011-2012,Hampton City ,Armstrong Elementary,Mathematics,87.50%,1530,No Exact Location,"Armstrong Elementary, Hampton City , VA"
2011-2012,Franklin County ,Burnt Chimney Elementary,Mathematics,87.58%,310,No Exact Location,"Burnt Chimney Elementary, Franklin County , VA"
2011-2012,Virginia Beach City ,Great Neck Middle,Mathematics,87.58%,430,No Exact Location,"Great Neck Middle, Virginia Beach City , VA"
2011-2012,Roanoke County ,Northside Middle,Mathematics,87.71%,760,No Exact Location,"Northside Middle, Roanoke County , VA"
2011-2012,Franklin County ,Snow Creek Elementary,Mathematics,87.76%,50,No Exact Location,"Snow Creek Elementary, Franklin County , VA"
2011-2012,Washington County ,Greendale Elementary,Mathematics,87.79%,10,No Exact Location,"Greendale Elementary, Washington County , VA"
2011-2012,Fairfax County ,McNair Elementary,Mathematics,87.94%,500,No Exact Location,"McNair Elementary, Fairfax County , VA"
2011-2012,Fairfax County ,Fox Mill Elementary,Mathematics,88.05%,440,No Exact Location,"Fox Mill Elementary, Fairfax County , VA"
2011-2012,Roanoke County ,Hidden Valley Middle,Mathematics,88.10%,540,No Exact Location,"Hidden Valley Middle, Roanoke County , VA"
2011-2012,Fairfax County ,Wakefield Forest Elementary,Mathematics,88.21%,1010,No Exact Location,"Wakefield Forest Elementary, Fairfax County , VA"
2011-2012,Williamsburg-James City County ,Matoaka Elementary,Mathematics,88.22%,500,No Exact Location,"Matoaka Elementary, Williamsburg-James City County , VA"
2011-2012,Fairfax County ,Lemon Road Elementary,Mathematics,88.24%,970,No Exact Location,"Lemon Road Elementary, Fairfax County , VA"
2011-2012,Falls Church City ,Mary Ellen Henderson Middle,Mathematics,88.27%,500,No Exact Location,"Mary Ellen Henderson Middle, Falls Church City , VA"
2011-2012,Hampton City ,Francis Asbury Elementary,Mathematics,88.46%,440,No Exact Location,"Francis Asbury Elementary, Hampton City , VA"
2011-2012,Loudoun County ,Lincoln Elementary,Mathematics,88.52%,970,No Exact Location,"Lincoln Elementary, Loudoun County , VA"
2011-2012,Hanover County ,Pearson's Corner Elementary,Mathematics,88.60%,70,No Exact Location,"Pearson's Corner Elementary, Hanover County , VA"
2011-2012,Tazewell County ,Abb's Valley-Boissevain Elementary,Mathematics,88.75%,#N/A,No Exact Location,"Abb's Valley-Boissevain Elementary, Tazewell County , VA"
2011-2012,Fairfax County ,Flint Hill Elementary,Mathematics,88.86%,610,No Exact Location,"Flint Hill Elementary, Fairfax County , VA"
2011-2012,Roanoke County ,Cave Spring Middle,Mathematics,88.92%,2222,No Exact Location,"Cave Spring Middle, Roanoke County , VA"
2011-2012,Henrico County ,Short Pump Middle,Mathematics,88.96%,50,No Exact Location,"Short Pump Middle, Henrico County , VA"
2011-2012,Henrico County ,Echo Lake Elementary,Mathematics,88.99%,106,No Exact Location,"Echo Lake Elementary, Henrico County , VA"
2011-2012,Fairfax County ,Thoreau Middle,Mathematics,89.11%,871,No Exact Location,"Thoreau Middle, Fairfax County , VA"
2011-2012,Henrico County ,Gayton Elementary,Mathematics,89.12%,30,No Exact Location,"Gayton Elementary, Henrico County , VA"
2011-2012,Henrico County ,Rivers Edge Elementary,Mathematics,89.18%,50,No Exact Location,"Rivers Edge Elementary, Henrico County , VA"
2011-2012,Hanover County ,Chickahominy Middle,Mathematics,89.24%,100,No Exact Location,"Chickahominy Middle, Hanover County , VA"
2011-2012,Hanover County ,Pole Green Elementary,Mathematics,89.44%,70,No Exact Location,"Pole Green Elementary, Hanover County , VA"
2011-2012,Fairfax County ,Franklin Middle,Mathematics,89.60%,30,No Exact Location,"Franklin Middle, Fairfax County , VA"
2011-2012,Fairfax County ,Churchill Road Elementary,Mathematics,89.71%,1050,No Exact Location,"Churchill Road Elementary, Fairfax County , VA"
2011-2012,Richmond City ,Broad Rock Elementary,Mathematics,89.73%,940,No Exact Location,"Broad Rock Elementary, Richmond City , VA"
2011-2012,Fairfax County ,Willow Springs Elementary,Mathematics,89.84%,1010,No Exact Location,"Willow Springs Elementary, Fairfax County , VA"
2011-2012,Fairfax County ,Colvin Run Elementary,Mathematics,89.85%,2234,No Exact Location,"Colvin Run Elementary, Fairfax County , VA"
2011-2012,Fairfax County ,Floris Elementary,Mathematics,90.22%,610,No Exact Location,"Floris Elementary, Fairfax County , VA"
2011-2012,Roanoke City ,Crystal Spring Elementary,Mathematics,90.23%,2020,No Exact Location,"Crystal Spring Elementary, Roanoke City , VA"
2011-2012,Fairfax County ,Key Center School,Mathematics,90.38%,690,No Exact Location,"Key Center School, Fairfax County , VA"
2011-2012,Prince William County ,Mary G. Porter Traditional,Mathematics,90.47%,500,No Exact Location,"Mary G. Porter Traditional, Prince William County , VA"
2011-2012,York County ,Tabb Middle,Mathematics,90.48%,871,No Exact Location,"Tabb Middle, York County , VA"
2011-2012,Fairfax County ,West Springfield Elementary,Mathematics,90.50%,1010,No Exact Location,"West Springfield Elementary, Fairfax County , VA"
2011-2012,Fairfax County ,Westgate Elementary,Mathematics,90.51%,1010,No Exact Location,"Westgate Elementary, Fairfax County , VA"
2011-2012,Fairfax County ,Hunters Woods Elementary School for the Arts and Sciences,Mathematics,90.53%,600,No Exact Location,"Hunters Woods Elementary School for the Arts and Sciences, Fairfax County , VA"
2011-2012,Fairfax County ,Oak Hill Elementary,Mathematics,90.64%,760,No Exact Location,"Oak Hill Elementary, Fairfax County , VA"
2011-2012,Fairfax County ,Rocky Run Middle,Mathematics,90.98%,50,No Exact Location,"Rocky Run Middle, Fairfax County , VA"
2011-2012,Fairfax County ,Vienna Elementary,Mathematics,91.04%,1010,No Exact Location,"Vienna Elementary, Fairfax County , VA"
2011-2012,Fairfax County ,Frost Middle,Mathematics,91.12%,30,No Exact Location,"Frost Middle, Fairfax County , VA"
2011-2012,Fairfax County ,Cooper Middle,Mathematics,91.59%,1190,No Exact Location,"Cooper Middle, Fairfax County , VA"
2011-2012,Fairfax County ,Archer Elementary,Mathematics,91.67%,110,No Exact Location,"Archer Elementary, Fairfax County , VA"
2011-2012,Fairfax County ,Greenbriar West Elementary,Mathematics,91.76%,10,No Exact Location,"Greenbriar West Elementary, Fairfax County , VA"
2011-2012,Stafford County ,Rodney E. Thompson Middle,Mathematics,91.96%,50,No Exact Location,"Rodney E. Thompson Middle, Stafford County , VA"
2011-2012,Fairfax County ,Canterbury Woods Elementary,Mathematics,92.12%,1590,No Exact Location,"Canterbury Woods Elementary, Fairfax County , VA"
2011-2012,Fairfax County ,Longfellow Middle,Mathematics,92.26%,9997,No Exact Location,"Longfellow Middle, Fairfax County , VA"
2011-2012,Fairfax County ,Great Falls Elementary,Mathematics,92.42%,1031,No Exact Location,"Great Falls Elementary, Fairfax County , VA"
2011-2012,Henrico County ,Shady Grove Elementary,Mathematics,92.64%,50,No Exact Location,"Shady Grove Elementary, Henrico County , VA"
2011-2012,Fairfax County ,Kilmer Middle,Mathematics,92.77%,690,No Exact Location,"Kilmer Middle, Fairfax County , VA"
2011-2012,Fairfax County ,Keene Mill Elementary,Mathematics,92.81%,360,No Exact Location,"Keene Mill Elementary, Fairfax County , VA"
2011-2012,Fairfax County ,Spring Hill Elementary,Mathematics,92.98%,8888,No Exact Location,"Spring Hill Elementary, Fairfax County , VA"
2011-2012,Henrico County ,Nuckols Farm Elementary,Mathematics,93.18%,760,No Exact Location,"Nuckols Farm Elementary, Henrico County , VA"
2011-2012,Henrico County ,Twin Hickory Elementary,Mathematics,93.29%,871,No Exact Location,"Twin Hickory Elementary, Henrico County , VA"
2011-2012,Fairfax County ,Chesterbrook Elementary,Mathematics,93.73%,100,No Exact Location,"Chesterbrook Elementary, Fairfax County , VA"
2011-2012,Fairfax County ,Carson Middle,Mathematics,94.03%,2222,No Exact Location,"Carson Middle, Fairfax County , VA"
2011-2012,Fairfax County ,Haycock Elementary,Mathematics,94.34%,10,No Exact Location,"Haycock Elementary, Fairfax County , VA"
2011-2012,Russell County ,Cleveland Elementary,Mathematics,94.37%,1870,No Exact Location,"Cleveland Elementary, Russell County , VA"
2011-2012,Fairfax County ,Wolftrap Elementary,Mathematics,94.48%,220,No Exact Location,"Wolftrap Elementary, Fairfax County , VA"
2011-2012,Fairfax County ,Westbriar Elementary,Mathematics,95.28%,1010,No Exact Location,"Westbriar Elementary, Fairfax County , VA"
2011-2012,Virginia Beach City ,Kemps Landing Magnet,Mathematics,95.57%,80,No Exact Location,"Kemps Landing Magnet, Virginia Beach City , VA"
2011-2012,Fairfax County ,Kilmer Center,Mathematics,96.00%,690,No Exact Location,"Kilmer Center, Fairfax County , VA"
2011-2012,Virginia Beach City ,Old Donation Center,Mathematics,97.87%,570,No Exact Location,"Old Donation Center, Virginia Beach City , VA"
2011-2012,Fairfax County ,Thomas Jefferson High for Science and Technology,Mathematics,100.00%,871,No Exact Location,"Thomas Jefferson High for Science and Technology, Fairfax County , VA"
2011-2012,Culpeper County ,A.G. Richardson Elementary,Mathematics,68.25%,#N/A,Exact Location,"A.G. Richardson Elementary, 18370 Simms Dr, Culpeper, VA, 22701"
2011-2012,Chesterfield County ,A.M. Davis Elementary,Mathematics,63.97%,#N/A,Exact Location,"A.M. Davis Elementary, 415 S Providence Rd, Richmond, VA, 23236"
2011-2012,Arlington County ,Abingdon Elementary,Mathematics,69.43%,#N/A,Exact Location,"Abingdon Elementary, 3035 S Abingdon St, Arlington, VA, 22206"
2011-2012,Gloucester County ,Abingdon Elementary,Mathematics,73.53%,#N/A,Exact Location,"Abingdon Elementary, 3035 S Abingdon St, Arlington, VA, 22206"
2011-2012,Washington County ,Abingdon Elementary,Mathematics,74.57%,#N/A,Exact Location,"Abingdon Elementary, 3035 S Abingdon St, Arlington, VA, 22206"
2011-2012,Accomack County ,Accawmacke Elementary,Mathematics,73.85%,701,Exact Location,"Accawmacke Elementary, P.O. Box 389, Accomac, VA, 23301"
2011-2012,Newport News City ,Achievable Dream Middle/High ,Mathematics,31.19%,701,No Exact Location,"Achievable Dream Middle/High , Newport News City , VA"
2011-2012,Albemarle County ,Agnor-Hurt Elementary,Mathematics,55.38%,701,Exact Location,"Agnor-Hurt Elementary, 3201 Berkmar Drive, Charlottesville, VA, 22901"
2011-2012,Albemarle County ,Albemarle County Community Public Charter School,Mathematics,97.37%,701,Exact Location,"Albemarle County Community Public Charter School, 901 Rose Hill Drive, Charlottesville, VA, 22903"
2011-2012,Albemarle County ,Albemarle High,Mathematics,70.96%,701,Exact Location,"Albemarle High, 2775 Hydraulic Road, Charlottesville, VA, 22901"
2011-2012,Martinsville City ,Albert Harris Elementary,Mathematics,47.13%,701,No Exact Location,"Albert Harris Elementary, Martinsville City , VA"
2011-2012,Chesterfield County ,Alberta Smith Elementary,Mathematics,80.53%,701,Exact Location,"Alberta Smith Elementary, 13200 Bailey Bridge Rd, Midlothian, VA, 23112"
2011-2012,Alleghany County ,Alleghany High,Mathematics,48.03%,2203,Exact Location,"Alleghany High, 210 Mountaineer Drive, Covington, VA, 24426"
2011-2012,Campbell County ,Altavista Elementary,Mathematics,67.86%,2203,Exact Location,"Altavista Elementary, 1003 Lynch Mill Rd, Altavista, VA, 24517"
2011-2012,Campbell County ,Altavista High,Mathematics,61.43%,2203,Exact Location,"Altavista High, 904 Bedford Avenue, Altavista, VA, 24517"
2011-2012,Amelia County ,Amelia County Elementary,Mathematics,62.96%,2203,Exact Location,"Amelia County Elementary, 8533 N Five Forks Rd, Amelia Court House, VA, 23002"
2011-2012,Amelia County ,Amelia County High,Mathematics,59.54%,2203,Exact Location,"Amelia County High, 8500 Otterburn Rd, Amelia Court House, VA, 23002"
2011-2012,Amelia County ,Amelia County Middle,Mathematics,61.36%,2203,Exact Location,"Amelia County Middle, 8740 Otterburn Road, Amelia, VA, 23002"
2011-2012,Amherst County ,Amelon Elementary,Mathematics,57.69%,2203,Exact Location,"Amelon Elementary, 132 Amer Court, Madison Heights, VA, 24572"
2011-2012,Amherst County ,Amherst County High,Mathematics,44.05%,2203,Exact Location,"Amherst County High, 139 Lancer Lane, Amherst, VA, 24521"
2011-2012,Amherst County ,Amherst Elementary,Mathematics,49.08%,2203,Exact Location,"Amherst Elementary, 156 Davis St, Amherst, VA, 24521"
2011-2012,Amherst County ,Amherst Middle,Mathematics,64.37%,2203,Exact Location,"Amherst Middle, 165 Gordons Fairground Rd, Amherst, VA, 24521"
2011-2012,Appomattox County ,Appomattox County High,Mathematics,45.65%,1360,Exact Location,"Appomattox County High, 198 Evergreen Ave., Appomattox, VA, 24522"
2011-2012,Appomattox County ,Appomattox Elementary,Mathematics,64.69%,1360,Exact Location,"Appomattox Elementary, 198 Evergreen Ave., Appomattox, VA, 24522"
2011-2012,Appomattox County ,Appomattox Middle,Mathematics,63.62%,1360,Exact Location,"Appomattox Middle, 2020 Church St, Appomattox, VA, 24522"
2011-2012,Accomack County ,Arcadia High,Mathematics,34.78%,1360,Exact Location,"Arcadia High, PO Box 69, Oak Hall, VA, 23416"
2011-2012,Accomack County ,Arcadia Middle ,Mathematics,59.86%,0,No Exact Location,"Arcadia Middle , Accomack County , VA"
2011-2012,Arlington County ,Arlington Science Focus School,Mathematics,88.89%,110,Exact Location,"Arlington Science Focus School, 1501 N. Lincoln Street, Arlington, VA, 22201"
2011-2012,Arlington County ,Arlington Traditional,Mathematics,93.52%,110,Exact Location,"Arlington Traditional, 855 N. Edison St, Arlington, VA, 22205"
2011-2012,Richmond City ,Armstrong High ,Mathematics,20.38%,1530,No Exact Location,"Armstrong High , Richmond City , VA"
2011-2012,Henrico County ,Arthur Ashe Jr. Elementary ,Mathematics,88.21%,1530,No Exact Location,"Arthur Ashe Jr. Elementary , Henrico County , VA"
2011-2012,Arlington County ,Ashlawn Elementary,Mathematics,86.70%,1530,Exact Location,"Ashlawn Elementary, 5950 N. 8th Road, Arlington, VA, 22205"
2011-2012,Newport News City ,B.C. Charles Elementary ,Mathematics,62.42%,1530,No Exact Location,"B.C. Charles Elementary , Newport News City , VA"
2011-2012,Norfolk City ,B.T. Washington High ,Mathematics,19.85%,1530,No Exact Location,"B.T. Washington High , Norfolk City , VA"
2011-2012,Newport News City ,B.T. Washington Middle ,Mathematics,74.48%,1530,No Exact Location,"B.T. Washington Middle , Newport News City , VA"
2011-2012,Charlotte County ,Bacon District Elementary,Mathematics,59.68%,1530,Exact Location,"Bacon District Elementary, 840 Bacon School Rd, Saxe, VA, 23967"
2011-2012,Chesterfield County ,Bailey Bridge Middle,Mathematics,72.40%,1530,Exact Location,"Bailey Bridge Middle, 12501 Bailey Bridge Rd, Midlothian, VA, 23112"
2011-2012,Albemarle County ,Baker-Butler Elementary,Mathematics,65.09%,550,Exact Location,"Baker-Butler Elementary, 2740 Proffit Road, Charlottesville, VA, 22911"
2011-2012,Arlington County ,Barcroft Elementary,Mathematics,69.03%,550,Exact Location,"Barcroft Elementary, 625 S Wakefield St, Arlington, VA, 22204"
2011-2012,Arlington County ,Barrett Elementary,Mathematics,77.12%,550,Exact Location,"Barrett Elementary, 4401 N Henderson Rd, Arlington, VA, 22203"
2011-2012,Bath County ,Bath County High,Mathematics,53.85%,550,Exact Location,"Bath County High, 464 Charger Lane, Hot Springs, VA, 24445"
2011-2012,Prince William County ,Battlefield High ,Mathematics,65.25%,550,No Exact Location,"Battlefield High , Prince William County , VA"
2011-2012,Bedford County ,Bedford Elementary,Mathematics,52.63%,550,Exact Location,"Bedford Elementary, 806 Burks Hill Rd, Bedford, VA, 24523"
2011-2012,Bedford County ,Bedford Middle,Mathematics,46.88%,550,Exact Location,"Bedford Middle, 503 Longwood Ave, Bedford, VA, 24523"
2011-2012,Chesterfield County ,Bellwood Elementary,Mathematics,83.51%,560,Exact Location,"Bellwood Elementary, 9536 Dawnshire Rd, Richmond, VA, 23237"
2011-2012,Loudoun County ,Belmont Station Elementary ,Mathematics,85.65%,560,No Exact Location,"Belmont Station Elementary , Loudoun County , VA"
2011-2012,Albemarle County ,Benjamin F. Yancey Elementary,Mathematics,53.73%,720,Exact Location,"Benjamin F. Yancey Elementary, 7625 Porters Road, Esmont, VA, 22937"
2011-2012,Chesterfield County ,Bensley Elementary,Mathematics,80.69%,720,Exact Location,"Bensley Elementary, 6600 Strathmore Rd, Richmond, VA, 23237"
2011-2012,Chesterfield County ,Bettie Weaver Elementary,Mathematics,90.40%,720,Exact Location,"Bettie Weaver Elementary, 3600 James River Rd, Midlothian, VA, 23113"
2011-2012,Chesterfield County ,Beulah Elementary,Mathematics,70.91%,720,Exact Location,"Beulah Elementary, 4216 Beulah Rd, Richmond, VA, 23237"
