School Year,Division,School,Subject Area,Pass Rate,School Code,Address,Correct
2011-2012,Franklin City ,Joseph P. King Jr. Middle,Mathematics,42.34%,360,0,Exact Location
2011-2012,Fairfax County ,Belle View Elementary,Mathematics,70.98%,560,0,Exact Location
2011-2012,Loudoun County ,Liberty Elementary,Mathematics,83.23%,970,0,Exact Location
2011-2012,Prince William County ,Woodbridge Middle,Mathematics,80.57%,220,0,Exact Location
2011-2012,Roanoke County ,Cave Spring Elementary,Mathematics,81.33%,2222,0,Exact Location
2011-2012,Virginia Beach City ,Windsor Woods Elementary,Mathematics,50.98%,1010,0,Exact Location
2011-2012,Hanover County ,Hanover High,Mathematics,71.85%,10,0,Exact Location
2011-2012,Hanover County ,Oak Knoll Middle,Mathematics,85.07%,760,0,Exact Location
2011-2012,Hanover County ,Pole Green Elementary,Mathematics,89.44%,70,0,Exact Location
2011-2012,Hanover County ,Cool Spring Elementary,Mathematics,85.64%,191,0,Exact Location
2011-2012,Loudoun County ,Cool Spring Elementary,Mathematics,65.91%,191,0,Exact Location
2011-2012,Fairfax County ,Bailey's Elementary School for the Arts and Sciences,Mathematics,53.68%,550,0,Exact Location
2011-2012,Henrico County ,Seven Pines Elementary,Mathematics,71.36%,50,0,Exact Location
2011-2012,Loudoun County ,Rosa Lee Carter Elementary,Mathematics,84.87%,50,0,Exact Location
2011-2012,Norfolk City ,Coleman Place Elementary,Mathematics,57.69%,2347,0,Exact Location
2011-2012,Prince William County ,Potomac View Elementary,Mathematics,63.47%,70,0,Exact Location
2011-2012,Salem City ,East Salem Elementary,Mathematics,75.88%,106,0,Exact Location
2011-2012,Virginia Beach City ,Arrowhead Elementary,Mathematics,61.57%,1530,0,Exact Location
2011-2012,Henrico County ,Maybeury Elementary,Mathematics,80.21%,500,0,Exact Location
2011-2012,Loudoun County ,Creighton's Corner Elementary,Mathematics,70.08%,1190,0,Exact Location
2011-2012,Prince William County ,West Gate Elementary,Mathematics,50.89%,1010,0,Exact Location
2011-2012,Pulaski County ,Dublin Elementary,Mathematics,69.37%,2010,0,Exact Location
2011-2012,Roanoke County ,Herman L. Horn Elementary,Mathematics,75.00%,10,0,Exact Location
2011-2012,Russell County ,Honaker High,Mathematics,37.24%,600,0,Exact Location
2011-2012,Virginia Beach City ,Hermitage Elementary,Mathematics,73.46%,540,0,Exact Location
2011-2012,Fairfax County ,Graham Road Elementary,Mathematics,75.83%,1031,0,Exact Location
2011-2012,Fauquier County ,Margaret M. Pierce Elementary,Mathematics,61.73%,500,0,Exact Location
2011-2012,Henrico County ,Charles M. Johnson Elementary,Mathematics,51.61%,2445,0,Exact Location
2011-2012,Henry County ,Drewry Mason Elementary,Mathematics,63.98%,2010,0,Exact Location
2011-2012,Prince William County ,Brentsville District High,Mathematics,47.46%,940,0,Exact Location
2011-2012,Pulaski County ,Dublin Middle,Mathematics,62.46%,2010,0,Exact Location
2011-2012,Roanoke County ,Mason's Cove Elementary,Mathematics,74.39%,500,0,Exact Location
2011-2012,Smyth County ,Sugar Grove Combined,Mathematics,56.48%,871,0,Exact Location
2011-2012,Virginia Beach City ,Bayside High,Mathematics,43.65%,550,0,Exact Location
2011-2012,Winchester City ,Frederick Douglass Elementary,Mathematics,70.29%,30,0,Exact Location
2011-2012,Fairfax County ,Weyanoke Elementary,Mathematics,47.64%,1010,0,Exact Location
2011-2012,Fauquier County ,Cedar Lee Middle,Mathematics,74.06%,880,0,Exact Location
2011-2012,Henrico County ,Tuckahoe Middle,Mathematics,70.04%,871,0,Exact Location
2011-2012,Loudoun County ,Harper Park Middle,Mathematics,70.67%,10,0,Exact Location
2011-2012,Norfolk City ,Lindenwood Elementary,Mathematics,31.93%,970,0,Exact Location
2011-2012,Prince William County ,Fred M. Lynn Middle,Mathematics,47.58%,30,0,Exact Location
2011-2012,Roanoke County ,Northside High,Mathematics,59.00%,760,0,Exact Location
2011-2012,Virginia Beach City ,Lynnhaven Elementary,Mathematics,65.14%,520,0,Exact Location
2011-2012,Fauquier County ,Greenville Elementary,Mathematics,70.70%,10,0,Exact Location
2011-2012,Spotsylvania County ,Cedar Forest Elementary,Mathematics,65.14%,2222,0,Exact Location
2011-2012,Fairfax County ,Mount Eagle Elementary,Mathematics,77.16%,500,0,Exact Location
2011-2012,Fauquier County ,Kettle Run High,Mathematics,49.61%,690,0,Exact Location
2011-2012,Hampton City ,Cesar Tarrant Elementary,Mathematics,64.65%,200,0,Exact Location
2011-2012,Henrico County ,Fairfield Middle,Mathematics,44.76%,780,0,Exact Location
2011-2012,Loudoun County ,Aldie Elementary,Mathematics,85.19%,2244,0,Exact Location
2011-2012,Prince William County ,Graham Park Middle,Mathematics,75.06%,1031,0,Exact Location
2011-2012,Virginia Beach City ,Trantwood Elementary,Mathematics,75.69%,871,0,Exact Location
2011-2012,Spotsylvania County ,Freedom Middle,Mathematics,71.46%,30,0,Exact Location
2011-2012,Spotsylvania County ,Parkside Elementary,Mathematics,82.85%,570,0,Exact Location
2011-2012,Spotsylvania County ,Harrison Road Elementary,Mathematics,76.28%,10,0,Exact Location
2011-2012,Spotsylvania County ,Massaponax High,Mathematics,55.07%,500,0,Exact Location
2011-2012,Spotsylvania County ,Ni River Middle,Mathematics,82.08%,710,0,Exact Location
2011-2012,Spotsylvania County ,Wilderness Elementary,Mathematics,65.39%,1010,0,Exact Location
2011-2012,Spotsylvania County ,Riverview Elementary,Mathematics,57.09%,50,0,Exact Location
2011-2012,Spotsylvania County ,Thornburg Middle,Mathematics,61.82%,871,0,Exact Location
2011-2012,Prince William County ,Parkside Middle,Mathematics,73.13%,570,0,Exact Location
2011-2012,Spotsylvania County ,Courthouse Road Elementary,Mathematics,71.81%,1190,0,Exact Location
2011-2012,Floyd County ,Willis Elementary,Mathematics,71.22%,1010,0,Exact Location
2011-2012,Hampton City ,A.W.E. Bassette Elementary,Mathematics,50.30%,#N/A,0,Exact Location
2011-2012,Henrico County ,Brookland Middle,Mathematics,53.55%,1790,0,Exact Location
2011-2012,Loudoun County ,Lowes Island Elementary,Mathematics,86.81%,9997,0,Exact Location
2011-2012,Norfolk City ,Suburban Park Elementary,Mathematics,61.54%,871,0,Exact Location
2011-2012,Portsmouth City ,Churchland High,Mathematics,38.55%,1050,0,Exact Location
2011-2012,Prince William County ,Signal Hill Elementary,Mathematics,75.63%,50,0,Exact Location
2011-2012,Pulaski County ,Riverlawn Elementary,Mathematics,74.16%,50,0,Exact Location
2011-2012,Rockingham County ,Lacey Spring Elementary,Mathematics,55.28%,580,0,Exact Location
2011-2012,Virginia Beach City ,Malibu Elementary,Mathematics,75.38%,500,0,Exact Location
2011-2012,Fairfax County ,Freedom Hill Elementary,Mathematics,76.61%,30,0,Exact Location
2011-2012,Henrico County ,Maude Trevvett Elementary,Mathematics,66.84%,500,0,Exact Location
2011-2012,Loudoun County ,Middleburg Elementary,Mathematics,60.00%,500,0,Exact Location
2011-2012,Norfolk City ,Northside Middle,Mathematics,61.76%,760,0,Exact Location
2011-2012,Prince William County ,E.H. Marsteller Middle,Mathematics,77.55%,106,0,Exact Location
2011-2012,Roanoke County ,Glenvar Elementary,Mathematics,71.73%,30,0,Exact Location
2011-2012,Roanoke County ,Northside Middle,Mathematics,87.71%,760,0,Exact Location
2011-2012,Virginia Beach City ,Pembroke Elementary,Mathematics,67.72%,70,0,Exact Location
2011-2012,Fairfax County ,Cherry Run Elementary,Mathematics,80.60%,480,0,Exact Location
2011-2012,Frederick County ,Robert E. Aylor Middle,Mathematics,66.83%,50,0,Exact Location
2011-2012,Henrico County ,Skipwith Elementary,Mathematics,75.66%,50,0,Exact Location
2011-2012,Newport News City ,Carver Elementary,Mathematics,36.36%,2222,0,Exact Location
2011-2012,Norfolk City ,Richard Bowling Elementary,Mathematics,35.32%,50,0,Exact Location
2011-2012,Prince William County ,Stonewall Middle,Mathematics,66.33%,871,0,Exact Location
2011-2012,Richmond City ,Thomas C. Boushall Middle,Mathematics,51.50%,871,0,Exact Location
2011-2012,Roanoke County ,Oak Grove Elementary,Mathematics,86.80%,760,0,Exact Location
2011-2012,Norfolk City ,Willard Model Elementary,Mathematics,51.97%,1010,0,Exact Location
2011-2012,Orange County ,Locust Grove Middle,Mathematics,66.51%,9997,0,Exact Location
2011-2012,Fairfax County ,Newington Forest Elementary,Mathematics,70.03%,1020,0,Exact Location
2011-2012,Giles County ,Narrows High,Mathematics,50.79%,500,0,Exact Location
2011-2012,Hampton City ,Booker Elementary,Mathematics,59.89%,2000,0,Exact Location
2011-2012,Henrico County ,George F. Baker Elementary,Mathematics,57.71%,30,0,Exact Location
2011-2012,Lee County ,Jonesville Middle,Mathematics,53.71%,360,0,Exact Location
2011-2012,Loudoun County ,Dominion Trail Elementary,Mathematics,75.20%,220,0,Exact Location
2011-2012,Manassas City ,Baldwin Elementary,Mathematics,55.00%,550,0,Exact Location
2011-2012,Prince William County ,T. Clay Wood Elementary,Mathematics,81.84%,871,0,Exact Location
2011-2012,Richmond City ,Henderson Middle,Mathematics,23.25%,10,0,Exact Location
2011-2012,Roanoke County ,Cave Spring High,Mathematics,79.81%,2222,0,Exact Location
2011-2012,Virginia Beach City ,Williams Elementary,Mathematics,40.00%,1010,0,Exact Location
2011-2012,Giles County ,Giles High,Mathematics,51.45%,30,0,Exact Location
2011-2012,Fauquier County ,C. Hunter Ritchie Elementary,Mathematics,73.88%,680,0,Exact Location
2011-2012,Frederick County ,Frederick County Middle,Mathematics,47.08%,30,0,Exact Location
2011-2012,Hampton City ,Captain John Smith Elementary,Mathematics,60.93%,1590,0,Exact Location
2011-2012,Norfolk City ,Mary Calcott Elementary,Mathematics,76.77%,500,0,Exact Location
2011-2012,Prince William County ,Loch Lomond Elementary,Mathematics,68.64%,9997,0,Exact Location
2011-2012,Pulaski County ,Pulaski Middle,Mathematics,54.55%,70,0,Exact Location
2011-2012,Salem City ,West Salem Elementary,Mathematics,73.36%,1010,0,Exact Location
2011-2012,Smyth County ,Chilhowie High,Mathematics,54.05%,100,0,Exact Location
2011-2012,Virginia Beach City ,Luxford Elementary,Mathematics,63.06%,460,0,Exact Location
2011-2012,Northampton County ,Kiptopeke Elementary,Mathematics,59.20%,580,0,Exact Location
2011-2012,Richmond City ,Richmond Community High,Mathematics,55.64%,50,0,Exact Location
2011-2012,Northampton County ,Occohannock Elementary,Mathematics,55.43%,760,0,Exact Location
2011-2012,Fauquier County ,Grace Miller Elementary,Mathematics,70.74%,1031,0,Exact Location
2011-2012,Hampton City ,C. Alton Lindsay Middle,Mathematics,52.37%,680,0,Exact Location
2011-2012,Loudoun County ,Buffalo Trail Elementary,Mathematics,80.28%,700,0,Exact Location
2011-2012,Prince William County ,Featherstone Elementary,Mathematics,68.67%,780,0,Exact Location
2011-2012,Roanoke City ,James Madison Middle,Mathematics,68.17%,800,0,Exact Location
2011-2012,Suffolk City ,Hillpoint Elementary,Mathematics,72.20%,540,0,Exact Location
2011-2012,Tazewell County ,North Tazewell Elementary,Mathematics,59.57%,760,0,Exact Location
2011-2012,Virginia Beach City ,Kempsville Elementary,Mathematics,52.34%,450,0,Exact Location
2011-2012,Fairfax County ,Franklin Middle,Mathematics,89.60%,30,0,Exact Location
2011-2012,Grayson County ,Baywood Elementary,Mathematics,56.86%,550,0,Exact Location
2011-2012,Hampton City ,John Tyler Elementary,Mathematics,55.98%,360,0,Exact Location
2011-2012,Hanover County ,Stonewall Jackson Middle,Mathematics,72.78%,871,0,Exact Location
2011-2012,Henrico County ,Pemberton Elementary,Mathematics,85.29%,70,0,Exact Location
2011-2012,Patrick County ,Blue Ridge Elementary,Mathematics,71.61%,720,0,Exact Location
2011-2012,Portsmouth City ,John Tyler Elementary,Mathematics,60.06%,360,0,Exact Location
2011-2012,Prince William County ,R. Dean Kilby Elementary,Mathematics,58.23%,70,0,Exact Location
2011-2012,Roanoke City ,Stonewall Jackson Middle,Mathematics,78.25%,871,0,Exact Location
2011-2012,Stafford County ,Shirley C. Heim Middle,Mathematics,76.08%,50,0,Exact Location
2011-2012,Suffolk City ,Creekside Elementary,Mathematics,74.15%,1190,0,Exact Location
2011-2012,Virginia Beach City ,Floyd Kellam High,Mathematics,58.45%,440,0,Exact Location
2011-2012,Wythe County ,Speedwell Elementary,Mathematics,59.49%,8888,0,Exact Location
2011-2012,Stafford County ,Anthony Burns Elementary,Mathematics,68.77%,1360,0,Exact Location
2011-2012,Stafford County ,Donald B. Dixon-Lyle R. Smith Middle,Mathematics,77.82%,220,0,Exact Location
2011-2012,Stafford County ,Conway Elementary,Mathematics,70.36%,191,0,Exact Location
2011-2012,Fairfax County ,Oak Hill Elementary,Mathematics,90.64%,760,0,Exact Location
2011-2012,Grayson County ,Grayson Highlands School,Mathematics,53.54%,1031,0,Exact Location
2011-2012,Hampton City ,Bethel High,Mathematics,43.20%,720,0,Exact Location
2011-2012,Hanover County ,Elmont Elementary,Mathematics,75.25%,106,0,Exact Location
2011-2012,Henrico County ,Laburnum Elementary,Mathematics,68.06%,580,0,Exact Location
2011-2012,Norfolk City ,Jacox Elementary,Mathematics,37.44%,800,0,Exact Location
2011-2012,Prince William County ,Triangle Elementary,Mathematics,75.34%,871,0,Exact Location
2011-2012,Pulaski County ,Snowville Elementary,Mathematics,86.96%,50,0,Exact Location
2011-2012,Virginia Beach City ,Great Neck Middle,Mathematics,87.58%,430,0,Exact Location
2011-2012,Stafford County ,Kate Waller Barrett Elementary,Mathematics,79.57%,360,0,Exact Location
2011-2012,Stafford County ,Rodney E. Thompson Middle,Mathematics,91.96%,50,0,Exact Location
2011-2012,Stafford County ,Rocky Run Elementary,Mathematics,69.45%,50,0,Exact Location
2011-2012,Isle of Wight County ,Westside Elementary,Mathematics,75.48%,1010,0,Exact Location
2011-2012,Roanoke City ,Westside Elementary,Mathematics,74.81%,1010,0,Exact Location
2011-2012,Stafford County ,Colonial Forge High,Mathematics,72.77%,2347,0,Exact Location
2011-2012,Stafford County ,Winding Creek Elementary,Mathematics,71.81%,1010,0,Exact Location
2011-2012,Grayson County ,Independence Elementary,Mathematics,55.32%,600,0,Exact Location
2011-2012,Isle of Wight County ,Windsor Middle,Mathematics,80.97%,1010,0,Exact Location
2011-2012,Stafford County ,H.H. Poole Middle,Mathematics,84.43%,10,0,Exact Location
2011-2012,Grayson County ,Grayson County High,Mathematics,49.69%,1031,0,Exact Location
2011-2012,Isle of Wight County ,Carrollton Elementary,Mathematics,65.28%,1690,0,Exact Location
2011-2012,Stafford County ,Brooke Point High,Mathematics,62.88%,940,0,Exact Location
2011-2012,Fairfax County ,Mount Vernon High,Mathematics,38.27%,500,0,Exact Location
2011-2012,Frederick County ,James Wood Middle,Mathematics,53.34%,800,0,Exact Location
2011-2012,Hanover County ,Mechanicsville Elementary,Mathematics,75.60%,500,0,Exact Location
2011-2012,Henrico County ,Harold Macon Ratcliffe Elementary,Mathematics,57.85%,10,0,Exact Location
2011-2012,Manassas Park City ,Manassas Park Elementary,Mathematics,55.89%,500,0,Exact Location
2011-2012,Norfolk City ,Granby Elementary,Mathematics,56.85%,1031,0,Exact Location
2011-2012,Roanoke City ,Hurt Park Elementary,Mathematics,65.38%,600,0,Exact Location
2011-2012,Roanoke County ,Back Creek Elementary,Mathematics,84.77%,1530,0,Exact Location
2011-2012,Virginia Beach City ,King's Grant Elementary,Mathematics,54.66%,420,0,Exact Location
2011-2012,Frederick County ,Stonewall Elementary,Mathematics,54.87%,871,0,Exact Location
2011-2012,Hampton City ,Paul Burbank Elementary,Mathematics,59.18%,70,0,Exact Location
2011-2012,Hanover County ,Pearson's Corner Elementary,Mathematics,88.60%,70,0,Exact Location
2011-2012,Henrico County ,Douglas S. Freeman High,Mathematics,70.89%,220,0,Exact Location
2011-2012,Russell County ,Lebanon Elementary,Mathematics,63.23%,970,0,Exact Location
2011-2012,Virginia Beach City ,Kempsville Meadows Elementary,Mathematics,62.25%,410,0,Exact Location
2011-2012,Fairfax County ,White Oaks Elementary,Mathematics,81.93%,1010,0,Exact Location
2011-2012,Hanover County ,Patrick Henry High,Mathematics,52.31%,1050,0,Exact Location
2011-2012,Henrico County ,Crestview Elementary,Mathematics,79.34%,1190,0,Exact Location
2011-2012,Loudoun County ,Hillside Elementary,Mathematics,75.44%,540,0,Exact Location
2011-2012,Page County ,Luray Middle,Mathematics,80.49%,9997,0,Exact Location
2011-2012,Prince Edward County ,Prince Edward County High,Mathematics,54.04%,70,0,Exact Location
2011-2012,Roanoke City ,Patrick Henry High,Mathematics,43.66%,1050,0,Exact Location
2011-2012,Roanoke City ,William Fleming High,Mathematics,29.40%,1010,0,Exact Location
2011-2012,Rockingham County ,Elkton Elementary,Mathematics,61.94%,106,0,Exact Location
2011-2012,Spotsylvania County ,Brock Road Elementary,Mathematics,80.15%,940,0,Exact Location
2011-2012,Virginia Beach City ,Thoroughgood Elementary,Mathematics,81.74%,871,0,Exact Location
2011-2012,Virginia Beach City ,White Oaks Elementary,Mathematics,56.87%,1010,0,Exact Location
2011-2012,Washington County ,Patrick Henry High,Mathematics,41.65%,1050,0,Exact Location
2011-2012,Suffolk City ,King`s Fork High,Mathematics,30.76%,420,0,Exact Location
2011-2012,Suffolk City ,King`s Fork Middle,Mathematics,67.43%,420,0,Exact Location
2011-2012,Rockingham County ,East Rockingham High,Mathematics,67.54%,106,0,Exact Location
2011-2012,Suffolk City ,Northern Shores Elementary,Mathematics,82.20%,760,0,Exact Location
2011-2012,West Point ,West Point Middle,Mathematics,70.72%,1010,0,Exact Location
2011-2012,Fairfax County ,Fox Mill Elementary,Mathematics,88.05%,440,0,Exact Location
2011-2012,Giles County ,Macy Mcclaugherty Elementary/Middle,Mathematics,66.14%,730,0,Exact Location
2011-2012,Henrico County ,George H. Moody Middle,Mathematics,74.18%,30,0,Exact Location
2011-2012,Norfolk City ,Granby High,Mathematics,45.10%,1031,0,Exact Location
2011-2012,Page County ,Page County Middle,Mathematics,59.57%,570,0,Exact Location
2011-2012,Rockingham County ,River Bend Elementary,Mathematics,52.94%,50,0,Exact Location
2011-2012,Spotsylvania County ,Smith Station Elementary,Mathematics,69.90%,50,0,Exact Location
