Mailing Address,District Name,School Name,2011-2012 Rating,Performance Indicators,Marker_Type,Performance Index,4-Year Graduation Rate,5-Year Graduation Rate,Value-Added: All Students,Value-Added: Gifted Students,Value-Added: Lowest 20% in Achievement,Value-Added: Students with Disabilities,Annual Measurable Objectives,District IRN,School IRN,2011 PI Score,School IRN,School IRN
"Hill View Elem, 5424 Whiteford Rd, Sylvania, OH, 43560",Sylvania City,Hill View Elementary School,Excellent,A,small_green,B,-,-,F,F,C,C,D,044875,016444,99.14893617,016444,16444
"Maplewood Elem, 6769 Maplewood Ave, Sylvania, OH, 43560",Sylvania City,Maplewood Elementary School,Excellent,A,small_green,B,-,-,C,C,-,C,D,044875,022665,106.5617978,022665,22665
"Sylvan Elem, 4830 Wickford Dr E, Sylvania, OH, 43560",Sylvania City,Sylvan Elementary School,Excellent,A,small_green,B,-,-,C,C,C,C,B,044875,036681,99.26108374,036681,36681
"Sylvania Arbor Hills Jr High, 5334 Whiteford Rd, Sylvania, OH, 43560",Sylvania City,Sylvania Arbor Hills Junior High School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,C,D,044875,061309,98.80989181,061309,61309
"Sylvania Mccord Jr High, 4304 N Mccord Rd, Sylvania, OH, 43560",Sylvania City,Sylvania Mccord Junior High School,Excellent,A,small_green,B,-,-,B,A,C,C,D,044875,062356,106.4697609,062356,62356
"Sylvania Northview High, 5403 Silica Dr, Sylvania, OH, 43560",Sylvania City,Sylvania Northview High School,Excellent,A,small_green,B,B,B,-,-,-,-,B,044875,036707,107.6346154,036707,36707
"Sylvania Southview High, 7225 Sylvania Ave, Sylvania, OH, 43560",Sylvania City,Sylvania Southview High School,Excellent,A,small_green,B,B,B,-,-,-,-,B,044875,068551,107.4511041,068551,68551
"Sylvania Timberstone Jr High, 9000 Sylvania Ave, Sylvania, OH, 43560",Sylvania City,Sylvania Timberstone Junior High School,Excellent with Distinction,A,small_green,B,-,-,A,A,A,B,B,044875,125567,105.073246,125567,125567
"Whiteford Elem, 4708 Whiteford Rd, Toledo, OH, 43623",Sylvania City,Whiteford Elementary School,Excellent,A,small_green,B,-,-,C,C,C,C,D,044875,036731,102.0217391,036731,36731
"Toledo Technology Academy High, 3301 Upton Ave, Toledo, OH, 43613",Toledo City,Toledo Technology Academy High School,Excellent*,A,small_green,B,A,A,-,-,-,-,A,044909,146373,109.3333333,146373,146373
"Monac Elem, 3845 Clawson Ave, Toledo, OH, 43623",Washington Local ,Monac Elementary School,Excellent,A,small_green,B,-,-,B,B,B,F,B,048231,025189,99.28315412,025189,25189
"Shoreland Elem, 5650 Suder Ave, Toledo, OH, 43611",Washington Local ,Shoreland Elementary School,Excellent,A,small_green,B,-,-,C,D,C,B,C,048231,034504,98.73900293,034504,34504
"Whitmer High, 5601 Clegg Dr, Toledo, OH, 43613",Washington Local ,Whitmer High School,Effective,A,small_green,B,C,C,-,-,-,-,F,048231,041046,97.84099766,041046,41046
"West Jefferson High, 1 Roughrider Dr, West Jefferson, OH, 43162",Jefferson Local,West Jefferson High School,Excellent,A,small_green,B,A,B,-,-,-,-,A,048256,038737,103.4141414,038737,38737
"Canaan Middle School Middle, 7055 US Highway 42 S, Plain, OH, 43064",Jonathan Alder Local,Canaan Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,C,B,048264,000883,99.97474747,000883,883
"Jonathan Alder High, 9200 US Route 42 S, Plain City, OH, 43064",Jonathan Alder Local,Jonathan Alder High School,Excellent,A,small_green,B,A,A,-,-,-,-,A,048264,018507,104.8792271,018507,18507
"Jonathan Alder Junior High Jr, 6440 Kilbury Huber Rd, Plain City, OH, 43064",Jonathan Alder Local,Jonathan Alder Junior High,Excellent with Distinction,A,small_green,B,-,-,A,C,A,B,A,048264,004747,103.7532134,004747,4747
"Monroe Elem, 5000 State Route 38 NW, London, OH, 43140",Jonathan Alder Local,Monroe Elementary School,Excellent,A,small_green,B,-,-,F,C,C,-,F,048264,025270,103.9393939,025270,25270
"Plain City Elem, 340 W Main St, Plain City, OH, 43064",Jonathan Alder Local,Plain City Elementary School,Excellent,A,small_green,B,-,-,C,B,C,D,B,048264,030130,104.4166667,030130,30130
"London High, 336 Elm St, London, OH, 43140",London City,London High School,Excellent,A,small_green,B,B,B,-,-,-,-,C,044255,021287,98.84137931,021287,21287
"Madison-Plains ES Elem, 9940 State Route 38 SW, London, OH, 43140",Madison-Plains Local,Madison-Plains Elementary School,Excellent,A,small_green,B,-,-,-,-,-,-,-,048272,012523,#N/A,012523,12523
"Austintown Middle, 800 S Raccoon Rd, Youngstown, OH, 44515",Austintown Local,Austintown Middle School,Excellent with Distinction,A,small_green,B,-,-,A,C,C,C,F,048298,001339,98.69117647,001339,1339
"Fitch High, 4560 Falcon Dr, Youngstown, OH, 44515",Austintown Local,Fitch High School,Excellent,A,small_green,B,B,C,-,-,-,-,B,048298,011791,101.8918919,011791,11791
"Lloyd Elem, 5705 Norquest Blvd, Youngstown, OH, 44515",Austintown Local,Lloyd Elementary School,Excellent,A,small_green,B,-,-,-,-,-,-,A,048298,021154,103.2065217,021154,21154
"Lynn-Kirk Elem, 4211 Evelyn Rd, Youngstown, OH, 44511",Austintown Local,Lynn-Kirk Elementary School,Excellent,A,small_green,B,-,-,-,-,-,-,A,048298,021824,107.7464789,021824,21824
"Watson Elem, 215 Idaho Rd, Youngstown, OH, 44515",Austintown Local,Watson Elementary School,Excellent,A,small_green,B,-,-,-,-,-,-,A,048298,039867,102.6694915,039867,39867
"Woodside Elem, 4105 Elmwood Ave, Youngstown, OH, 44515",Austintown Local,Woodside Elementary School,Excellent,A,small_green,B,-,-,-,-,-,-,B,048298,042093,103.1325301,042093,42093
"Center Middle, 7410 Market St, Youngstown, OH, 44512",Boardman Local,Boardman Center Middle School,Excellent,A,small_green,B,-,-,F,C,C,F,C,048306,043364,101.0317936,043364,43364
"Glenwood Middle, 7635 Glenwood Ave, Youngstown, OH, 44512",Boardman Local,Boardman Glenwood Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,B,C,D,048306,003053,100.7365269,003053,3053
"Boardman High, 7777 Glenwood Ave, Youngstown, OH, 44512",Boardman Local,Boardman High School,Excellent,A,small_green,B,B,B,-,-,-,-,B,048306,003061,104.5158103,003061,3061
"Market Street Elem, 5555 Market St, Youngstown, OH, 44512",Boardman Local,Market Street Elementary School,Excellent,A,small_green,B,-,-,F,-,F,C,B,048306,022921,104.4217687,022921,22921
"Stadium Drive Elem, 111 Stadium Dr, Youngstown, OH, 44512",Boardman Local,Stadium Drive Elementary School,Effective,A,small_green,B,-,-,F,C,F,F,A,048306,035691,106.4804469,035691,35691
"Canfield Village Middle, 42 Wadsworth St, Canfield, OH, 44406",Canfield Local,Canfield Village Middle School,Excellent,A,small_green,B,-,-,F,C,C,D,C,048314,070417,104.4803795,070417,70417
"Hilltop Elem, 400 Hilltop Blvd, Canfield, OH, 44406",Canfield Local,Hilltop Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,C,C,B,A,048314,038430,107.6371308,038430,38430
"Jackson-Milton High, 13910 Mahoning Ave, North Jackson, OH, 44451",Jackson-Milton Local,Jackson-Milton High School,Excellent,A,small_green,B,B,D,-,-,-,-,A,048322,017798,103.7631579,017798,17798
"Jackson-Milton Middle School M, 13910 Mahoning Ave, North Jackson, OH, 44451",Jackson-Milton Local,Jackson-Milton Middle School,Excellent,A,small_green,B,-,-,B,-,B,A,A,048322,017699,100.7449857,017699,17699
"Lowellville High, 52 Rocket Place, Lowellville, OH, 44436",Lowellville Local,Lowellville High School,Excellent,A,small_green,B,A,A,D,D,-,-,A,048330,021683,105.1167315,021683,21683
"Mckinley Elem, 7 Elm St, Poland, OH, 44514",Poland Local,Mckinley Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,B,C,C,A,048348,064311,103.3371824,064311,64311
"North Elem, 361 Johnston Pl, Poland, OH, 44514",Poland Local,North Elementary School,Excellent,A,small_green,B,-,-,C,-,C,C,C,048348,027482,103.7790698,027482,27482
"Poland Middle, 47 College St, Poland, OH, 44514",Poland Local,Poland Middle School,Excellent,A,small_green,B,-,-,C,C,C,C,A,048348,030445,103.2093518,030445,30445
"Poland Seminary High, 3199 Dobbins Rd, Poland, OH, 44514",Poland Local,Poland Seminary High School,Excellent,A,small_green,B,A,A,-,-,-,-,A,048348,030452,105.7047619,030452,30452
"Poland Union Elem, 30 Riverside Dr, Poland, OH, 44514",Poland Local,Poland Union Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,-,-,-,A,048348,037812,106.6935484,037812,37812
"South Range High, 11300 Columbiana Canfield Rd S, Canfield, OH, 44406",South Range Local,South Range High School,Excellent,A,small_green,B,A,A,-,-,-,-,A,048363,026229,106.3148148,026229,26229
"South Range Middle, 11300 Columbiana Canfield Rd S,  Canfield, OH, 44406",South Range Local,South Range Middle School,Effective,A,small_green,B,-,-,F,C,F,D,C,048363,014522,103.563327,014522,14522
"Springfield High, 11335 Youngstown Pittsburgh Rd, New Middletown, OH, 44442",Springfield Local,Springfield High School,Excellent,A,small_green,B,A,A,-,-,-,-,A,048371,035469,105.9277108,035469,35469
"Springfield Intermediate Middl, 11333 Youngstown Pittsburgh Rd, New Middletown, OH, 44442",Springfield Local,Springfield Intermediate Middle School,Excellent,A,small_green,B,-,-,C,C,B,D,C,048371,035451,102.4034335,035451,35451
"Struthers Elem, 520 9th St, Struthers, OH, 44471",Struthers City,Struthers Elementary School,Excellent,A,small_green,B,-,-,C,C,B,B,F,044859,145870,98.31192661,145870,145870
"Struthers High, 111 Euclid Ave, Struthers, OH, 44471",Struthers City,Struthers High School,Effective,A,small_green,B,C,C,-,-,-,-,D,044859,036301,100.6467066,036301,36301
"Struthers Middle, 800 5th St, Struthers, OH, 44471",Struthers City,Struthers Middle School,Excellent,A,small_green,B,-,-,A,A,C,D,C,044859,011601,96.17361111,011601,11601
"Damascus Elem. Elem, 14405 Pricetown Road, Salem, OH, 44460",West Branch Local,Damascus Elementary,Excellent,A,small_green,B,-,-,C,-,D,C,A,048389,002311,97.38396624,002311,2311
"West Branch High, 14277 S Main St, Beloit, OH, 44609",West Branch Local,West Branch High School,Excellent,A,small_green,B,B,A,-,-,-,-,B,048389,038554,102.3737374,038554,38554
"West Branch Middle, 14409 Beloit Snodes Rd, Beloit, OH, 44609",West Branch Local,West Branch Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,B,B,F,048389,038547,101.6034755,038547,38547
"Western Reserve Elementary Ele, 13850 W Akron Canfield Rd, Berlin Center, OH, 44401",Western Reserve Local,Western Reserve Elementary School,Excellent,A,small_green,B,-,-,D,-,C,C,A,048397,010298,105.1315789,010298,10298
"Western Reserve High, 13850 W Akron Canfield Rd, Berlin Center, OH, 44401",Western Reserve Local,Western Reserve High School,Excellent,A,small_green,B,B,B,-,-,-,-,A,048397,042333,105.3571429,042333,42333
"Western Reserve Middle, 13850 W Akron Canfield Rd, Berlin Center, OH, 44401",Western Reserve Local,Western Reserve Middle School,Excellent with Distinction,A,small_green,B,-,-,A,C,D,C,D,048397,002444,101.7706577,002444,2444
"Youngstown Early College High, Fedor Hall One University Plaz, Youngstown, OH, 44555",Youngstown City Schools,Youngstown Early College,Excellent,A,small_green,B,A,B,-,-,-,-,A,045161,000520,104.1090909,000520,520
"Elgin High, 1239 Keener Rd S, Marion, OH, 43302",Elgin Local,Elgin High School,Excellent,A,small_green,B,C,C,-,-,-,-,B,048413,010173,92.82352941,010173,10173
"Pleasant Elem, 1105 Owens Rd W, Marion, OH, 43302",Pleasant Local,Pleasant Elementary School,Excellent,A,small_green,B,-,-,B,C,C,C,C,048421,030205,98.64276569,030205,30205
"Pleasant High, 1101 Owens Rd W, Marion, OH, 43302",Pleasant Local,Pleasant High School,Excellent,A,small_green,B,A,C,-,-,-,-,A,048421,030304,98.5625,030304,30304
"Pleasant Middle, 3507 Smeltzer Rd, Marion, OH, 43302",Pleasant Local,Pleasant Middle School,Excellent,A,small_green,B,-,-,C,D,C,C,A,048421,030213,100.8229814,030213,30213
"River Valley High, 4280 Marion Mount Gilead Rd, Caledonia, OH, 43314",River Valley Local,River Valley High School,Effective,A,small_green,B,B,C,-,-,-,-,A,048447,031872,99.43262411,031872,31872
"Black River Education Center M, 257 County Road 40, Sullivan, OH, 44880",Black River Local,Black River Education Center Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,B,B,A,048462,035311,103.042292,035311,35311
"Black River High, 233 County Road 40, Sullivan, OH, 44880",Black River Local,Black River High School,Excellent,A,small_green,B,C,B,-,-,-,-,B,048462,002782,105.776,002782,2782
"Applewood Elem, 3891 Applewood Dr, Brunswick, OH, 44212",Brunswick City,Applewood Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,B,C,C,B,043661,000877,100.7288136,000877,877
"Brunswick High, 3581 Center Rd, Brunswick, OH, 44212",Brunswick City,Brunswick High School,Excellent,A,small_green,B,B,B,-,-,-,-,D,043661,003970,103.4171174,003970,3970
"Brunswick Memorial Elem, 3845 Magnolia Dr, Brunswick, OH, 44212",Brunswick City,Brunswick Memorial Elementary School,Excellent,A,small_green,B,-,-,F,C,D,F,A,043661,071357,103.5140562,071357,71357
"C R Towslee Elem, 3555 Center Rd, Brunswick, OH, 44212",Brunswick City,C R Towslee Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,B,B,B,043661,004481,103.1166667,004481,4481
"Crestview Elem, 300 W 130th St, Brunswick, OH, 44212",Brunswick City,Crestview Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,C,C,C,A,043661,007633,99.42622951,007633,7633
"Edwards Middle, 1497 Pearl Rd, Brunswick, OH, 44212",Brunswick City,Edwards Middle School,Excellent,A,small_green,B,-,-,F,C,C,D,D,043661,010132,102.9202773,010132,10132
"Hickory Ridge Elem, 4628 Hickory Ridge Ave, Brunswick, OH, 44212",Brunswick City,Hickory Ridge Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,C,C,B,B,043661,064675,101.5210356,064675,64675
"Huntington Elem, 1931 Huntington Cir, Brunswick, OH, 44212",Brunswick City,Huntington Elementary School,Excellent,A,small_green,B,-,-,B,B,C,B,B,043661,017145,104.9009009,017145,17145
"Walter Kidder Elem, 3650 Grafton Rd, Brunswick, OH, 44212",Brunswick City,Walter Kidder Elementary School,Excellent,A,small_green,B,-,-,D,F,C,C,D,043661,014001,102.1170396,014001,14001
"Willetts Middle, 1045 Hadcock Rd, Brunswick, OH, 44212",Brunswick City,Willetts Middle School,Excellent,A,small_green,B,-,-,C,C,C,B,C,043661,098426,103.3006135,098426,98426
"Buckeye Primary Elem, 3180 Columbia Rd, Medina, OH, 44256",Buckeye Local ,Buckeye  Primary School,Excellent,A,small_green,B,-,-,-,-,-,-,A,048470,042457,104.4262295,042457,42457
"Buckeye High, 3084 Columbia Rd, Medina, OH, 44256",Buckeye Local ,Buckeye High School,Excellent,A,small_green,B,B,B,-,-,-,-,B,048470,004127,106.8170732,004127,4127
"Buckeye Intermediate Elem, 3140 Columbia Rd, Medina, OH, 44256",Buckeye Local ,Buckeye Intermediate School,Excellent,A,small_green,B,-,-,C,C,D,C,D,048470,021139,101.5892421,021139,21139
"Buckeye Jr High, 3024 Columbia Rd, Medina, OH, 44256",Buckeye Local ,Buckeye Junior High School,Excellent,A,small_green,B,-,-,B,B,D,F,C,048470,065383,101.5686275,065383,65383
"Cloverleaf Elementary Elem, 8337 Friendsville Rd, Seville, OH, 44273",Cloverleaf Local,Cloverleaf Elementary School,Excellent,A,small_green,B,-,-,C,B,C,B,F,048488,034041,103.032345,034041,34041
"Cloverleaf High, 8525 Friendsville Rd, Lodi, OH, 44254",Cloverleaf Local,Cloverleaf High School,Excellent,A,small_green,B,C,B,-,-,-,-,A,048488,006759,101.4183267,006759,6759
"Cloverleaf Middle, 7500 Buffham Rd, Seville, OH, 44273",Cloverleaf Local,Cloverleaf Middle School,Excellent with Distinction,A,small_green,B,-,-,A,B,B,C,C,048488,061432,99.41946034,061432,61432
"Granger Elem, 3940 Ridge Rd, Medina, OH, 44256",Highland Local,Granger Elementary School,Excellent,A,small_green,B,-,-,D,C,D,D,A,048496,000350,103.5172414,000350,350
"Highland Middle, 3880 Ridge Rd, Medina, OH, 44256",Highland Local,Highland Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,C,C,048496,024497,104.3829114,024497,24497
"Hinckley Elem, 1586 Center Rd, Hinckley, OH, 44233",Highland Local,Hinckley Elementary School,Excellent,A,small_green,B,-,-,F,D,C,F,A,048496,016477,102.6530612,016477,16477
"Sharon Elem, PO Box 179, Sharon Center, OH, 44274",Highland Local,Sharon Elementary School,Excellent,A,small_green,B,-,-,C,C,-,D,A,048496,034132,106.3527397,034132,34132
"Root Middle, 333 W Sturbridge Dr, Medina, OH, 44256",Medina City SD,A. I. Root Middle School,Excellent,A,small_green,B,-,-,C,D,B,C,C,044388,115873,102.6230366,115873,115873
"Claggett Middle, 420 E Union St, Medina, OH, 44256",Medina City SD,Claggett Middle School,Excellent,A,small_green,B,-,-,C,C,C,C,F,044388,024059,100.631829,024059,24059
"Northrop Elem, 950 East Reagan Parkway, Medina, OH, 44256",Medina City SD,Eliza Northrop Elementary,Excellent,A,small_green,B,-,-,C,D,C,D,D,044388,011319,105.5421687,011319,11319
"Ella Canavan Elem, 825 Lawrence St, Medina, OH, 44256",Medina City SD,Ella Canavan Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,B,B,C,B,044388,010249,102.8091603,010249,10249
"Heritage Elem, 833 Guilford Blvd, Medina, OH, 44256",Medina City SD,Heritage Elementary School,Excellent,A,small_green,B,-,-,C,F,C,C,A,044388,067892,101.6068376,067892,67892
"Medina High, 777 E Union St, Medina, OH, 44256",Medina City SD,Medina High School,Excellent,A,small_green,B,A,B,-,-,-,-,B,044388,024075,107.7122302,024075,24075
"Waite Elem, 4765 Cobblestone Park Drive, Medina, OH, 44256",Medina City SD,Ralph E. Waite Elementary,Excellent,A,small_green,B,-,-,F,C,C,C,A,044388,011321,108.2270607,011321,11321
"Sidney Fenn Elem, 320 N Spring Grove St, Medina, OH, 44256",Medina City SD,Sidney Fenn Elementary School,Excellent,A,small_green,B,-,-,C,D,B,C,B,044388,034579,104.3537415,034579,34579
"Franklin Elem, 200 Takacs Dr, Wadsworth, OH, 44281",Wadsworth City ,Franklin Elementary School,Effective,A,small_green,B,-,-,F,F,-,C,A,044974,012286,106.0087719,012286,12286
"Isham Memorial Elem, 348 College St, Wadsworth, OH, 44281",Wadsworth City ,Isham Memorial Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,A,C,B,B,044974,017533,103.5784314,017533,17533
"Overlook Elem, 524 Broad St, Wadsworth, OH, 44281",Wadsworth City ,Overlook Elementary School,Excellent,A,small_green,B,-,-,C,C,-,-,A,044974,028969,111.5566038,028969,28969
"Valley View Elem, 160 W Good Ave, Wadsworth, OH, 44281",Wadsworth City ,Valley View Elementary School,Excellent with Distinction,A,small_green,B,-,-,A,C,C,D,B,044974,038158,102.9885057,038158,38158
"Wadsworth Middle, 150 Silvercreek Rd, Wadsworth, OH, 44281",Wadsworth City ,Wadsworth Middle School,Excellent with Distinction,A,small_green,B,-,-,A,A,D,F,C,044974,005710,104.1915228,005710,5710
"Eastern High, 38900 State Route 7, Reedsville, OH, 45772",Eastern Local,Eastern High School,Excellent,A,small_green,B,A,B,-,-,-,-,A,048512,009571,103.6129032,009571,9571
"Southern High, 920 Elm St, Racine, OH, 45771",Southern Local,Southern High School,Effective,A,small_green,B,D,C,-,-,-,-,A,048538,035220,96.59090909,035220,35220
"Celina High, 715 E Wayne St, Celina, OH, 45822",Celina City,Celina High School,Excellent,A,small_green,B,A,B,-,-,-,-,D,043729,005207,100.2941176,005207,5207
"Celina Middle, 615 Holly St, Celina, OH, 45822",Celina City,Celina Middle School,Excellent,A,small_green,B,-,-,C,C,A,B,F,043729,005199,99.86868687,005199,5199
"East Elem, 615 E Wayne St, Celina, OH, 45822",Celina City,East Elementary School,Excellent,A,small_green,B,-,-,C,C,D,F,D,043729,009381,100.5,009381,9381
"West Elem, 1225 W Logan St, Celina, OH, 45822",Celina City,West Elementary School,Excellent,A,small_green,B,-,-,C,-,C,C,A,043729,040360,100.4661017,040360,40360
